id_credito,fecha_originacion,id_cliente,nombre_cliente,industria,monto,plazo_meses,canal,estatus_primer_pago
CRED-03796,2026-06-09,CLI-81792,Noemí Eva Olivera Leiva,Servicios,2368903.8,24,Call Center,A Tiempo
CRED-03797,2026-07-08,CLI-96869,Héctor Gilberto Armenta Vaca,Salud,2041249.18,48,Web,A Tiempo
CRED-03798,2026-05-19,CLI-27499,Cristal Camila Cavazos Valverde,Agricultura,2808285.72,48,Promotor,A Tiempo
CRED-03799,,CLI-34961,Violeta María Elena Corral Bañuelos,Comercio,4986741.84,24,Call Center,A Tiempo
CRED-03800,2026-06-29,CLI-34402,Srita. Soledad Duarte,Educación,1816343.95,12,Web,Tardío
CRED-03801,2026-07-05,CLI-61121,Srita. Rocío Ybarra,Educación,4064551.52,12,Web,Tardío
CRED-03802,2026-05-07,CLI-08949,María del Carmen Armas,Comercio,3440042.6,36,Sucursal,A Tiempo
CRED-03803,2026-05-10,CLI-73513,Ing. Ernesto Vásquez,Servicios,65027.22,60,Call Center,Tardío
CRED-03804,2026-05-17,CLI-84018,Dra. Clara Saldivar,Salud,2240046.44,6,Sucursal,A Tiempo
CRED-03805,2026-07-13,CLI-70645,Esparta Gastélum,Agricultura,2409939.03,36,Promotor,A Tiempo
CRED-03806,2026-05-28,CLI-84388,Sra. Gabriela González,Servicios,2142135.54,48,Promotor,A Tiempo
CRED-03807,2026-06-18,CLI-90655,José Carlos Diego Santiago Alejandro,Tecnología,4714227.32,48,Call Center,A Tiempo
CRED-03808,2026-06-23,CLI-50839,Gerónimo Mendoza,Manufactura,764977.37,9,App Móvil,Tardío
CRED-03809,2026-04-18,CLI-76000,Alma Rebeca Gaona,Comercio,61437.76,12,Sucursal,A Tiempo
,2026-06-15,CLI-27134,Alta  Gracia Carlota Ortiz Lara,Transporte,1502077.93,3,Promotor,A Tiempo
CRED-03811,2026-05-01,CLI-29355,Israel Corrales Delgadillo,Salud,-325840.64,60,Call Center,A Tiempo
CRED-03812,2026-06-14,CLI-03882,Isaac Alvaro Blanco,Servicios,4534367.16,48,Promotor,Tardío
CRED-03813,2026-04-25,CLI-78158,Anel Jurado,Tecnología,3435719.63,60,Web,A Tiempo
CRED-03814,2026-07-12,CLI-65306,Karla Cecilia Saldivar Viera,Agricultura,663812.81,12,Call Center,Tardío
CRED-03815,2026-06-15,CLI-19929,Isabel Sara Olivera,Agricultura,1138669.52,36,Call Center,A Tiempo
CRED-03816,2026-06-26,CLI-46923,Ramiro Mario Miramontes,Servicios,4106986.82,12,Call Center,A Tiempo
CRED-03817,2026-05-25,CLI-73235,Ernesto Daniel Uribe Galindo,Transporte,4333841.92,12,Web,A Tiempo
CRED-03818,2026-04-29,CLI-64394,Javier Eduardo Medina Gonzales,Transporte,3856417.31,3,Call Center,A Tiempo
CRED-03819,2026-06-06,CLI-85908,Ing. Gonzalo Sepúlveda,Comercio,4325875.57,12,Sucursal,Tardío
CRED-03820,2026-04-18,CLI-95112,Natalia Orosco Mercado,Servicios,792852.67,6,Sucursal,A Tiempo
CRED-03821,2026-06-28,CLI-96554,Diego Casas Olivera,Alimentos y Bebidas,554658.63,48,Call Center,A Tiempo
CRED-03822,2026-04-19,CLI-58784,Lic. Aldonza Urrutia,Alimentos y Bebidas,949407.57,6,Call Center,A Tiempo
,2026-06-04,CLI-80678,Celia Estela Villaseñor Contreras,Salud,4332959.53,9,Call Center,A Tiempo
CRED-03824,2026-06-27,CLI-33830,Dra. Rosalia Raya,Alimentos y Bebidas,4424075.55,60,Sucursal,A Tiempo
CRED-03825,2026-05-21,CLI-58403,Rubén Emilio Mayorga,Construcción,2242408.77,24,App Móvil,Tardío
CRED-03826,2026-06-17,CLI-36811,Gabino Bustamante Lucero,Servicios,2281181.04,24,Web,Tardío
CRED-03827,2026-06-08,CLI-09483,Benito Ponce Benavides,Tecnología,331721.83,36,App Móvil,Tardío
CRED-03828,2026-05-02,CLI-66644,Srita. Tania Calvillo,Comercio,3078984.49,3,Sucursal,A Tiempo
CRED-03829,2026-07-08,CLI-94730,Rolando José Luis Guardado Luevano,Alimentos y Bebidas,4886957.59,3,Promotor,Tardío
CRED-03830,2026-07-03,CLI-94821,Gabino Razo Bravo,Agricultura,-489685.41,12,Web,A Tiempo
CRED-03831,2026-06-18,CLI-42367,Ing. Amanda Escamilla,Construcción,2866098.44,9,Call Center,A Tiempo
CRED-03832,2026-07-03,CLI-83450,Blanca Carreón Collazo,Construcción,1517167.22,3,Sucursal,A Tiempo
CRED-03833,2026-07-09,CLI-84911,Gabino Jonás Villagómez Orosco,Salud,4007901.77,6,Sucursal,A Tiempo
CRED-03834,,CLI-26326,Alta  Gracia Guzmán,Tecnología,657565.34,18,Web,A Tiempo
CRED-03835,2026-05-25,CLI-56283,Iván Fonseca,Transporte,476511.8,36,Call Center,Tardío
CRED-03836,2026-06-29,CLI-26447,Ing. Carolina Tejeda,Salud,3413379.35,24,Sucursal,A Tiempo
CRED-03837,2026-06-07,CLI-99200,Dra. Violeta Laboy,Agricultura,127656.55,48,Call Center,A Tiempo
CRED-03838,2026-07-13,CLI-48171,Cristal Rosalia Vega Mascareñas,Educación,4818769.05,18,Call Center,Tardío
CRED-03839,2026-04-21,CLI-08124,Noemí Lovato Corona,Alimentos y Bebidas,627526.13,60,Sucursal,A Tiempo
CRED-03840,2026-05-12,CLI-00191,Jaqueline Abigail Jasso Gallegos,Alimentos y Bebidas,3153029.39,36,Web,A Tiempo
CRED-03841,2026-05-21,CLI-20922,Lic. Rodrigo Santacruz,Alimentos y Bebidas,447413.92,12,Sucursal,A Tiempo
CRED-03842,2026-05-29,CLI-14003,José Emilio Corral,Transporte,4951443.02,24,App Móvil,A Tiempo
CRED-03843,2026-06-26,CLI-56233,Ing. Salma Santana,Transporte,1268930.1,24,Promotor,A Tiempo
CRED-03844,2026-05-13,CLI-35012,Srita. Luisa Ulloa,Transporte,36562.87,24,Sucursal,A Tiempo
CRED-03845,2026-07-11,CLI-04961,Clemente Alcala Carranza,Transporte,4808143.36,3,Sucursal,A Tiempo
CRED-03846,,CLI-14161,Bruno Salcedo,Alimentos y Bebidas,812689.03,48,Web,A Tiempo
CRED-03847,2026-05-16,CLI-51287,Estefanía Hermelinda Ruelas Saldaña,Salud,4017044.52,3,Sucursal,Tardío
CRED-03848,2026-05-05,CLI-33961,Mateo Carrión,Alimentos y Bebidas,3437829.21,24,App Móvil,Tardío
CRED-03849,2026-05-30,CLI-25044,Ing. Alberto Uribe,Educación,3033822.92,60,App Móvil,A Tiempo
CRED-03850,2026-04-26,CLI-48772,Julio Martín Cisneros,Servicios,2915417.53,18,Call Center,Tardío
CRED-03851,2026-04-19,CLI-57875,Lic. Irma Córdova,Educación,4440493.31,60,Sucursal,Tardío
CRED-03852,2026-06-05,CLI-34688,Aurora Barajas,Transporte,165461.49,9,Web,A Tiempo
CRED-03853,2026-06-15,CLI-79736,Abigail Alejandra Cedillo Aguirre,Educación,713028.34,60,Sucursal,A Tiempo
CRED-03854,2026-06-27,CLI-63919,Dr. Jonás López,Servicios,3492656.81,36,Promotor,A Tiempo
CRED-03855,2026-07-07,CLI-30967,Octavio Rincón,Construcción,619246.61,48,Promotor,Tardío
CRED-03856,2026-06-06,CLI-74089,Cristal Judith Acuña,Servicios,2125329.28,9,Promotor,Tardío
CRED-03857,2026-06-18,CLI-40687,Abigail Amelia Puente Cadena,Tecnología,282465.52,48,Call Center,A Tiempo
,2026-04-23,CLI-39414,Samuel Hernandes,Salud,3771680.4,18,Web,A Tiempo
CRED-03859,2026-06-01,CLI-46246,Julia Alcala Cruz,Agricultura,3800891.37,3,Sucursal,A Tiempo
CRED-03860,2026-07-11,CLI-88835,Jaime Teodoro Cabán Benavídez,Tecnología,2548768.13,12,App Móvil,A Tiempo
CRED-03861,2026-05-22,CLI-52876,Víctor Ponce Pulido,Tecnología,1072254.93,6,Web,A Tiempo
CRED-03862,2026-06-20,CLI-60797,Raúl Eduardo Elizondo,Agricultura,312028.03,48,Call Center,A Tiempo
,2026-06-14,CLI-43758,Javier Gilberto Ceballos,Comercio,3387694.83,60,Promotor,A Tiempo
CRED-03864,2026-06-14,CLI-26890,Anel Angélica Colunga Abrego,Educación,4214747.29,9,Promotor,Tardío
CRED-03865,2026-07-08,CLI-80799,Cristina Ríos,Servicios,771530.24,12,Web,Tardío
CRED-03866,2026-06-04,CLI-04233,Jorge Eugenio Domínguez Escobedo,Tecnología,3387908.64,60,Call Center,Tardío
CRED-03867,2026-05-13,CLI-52383,Lic. Socorro Vera,Construcción,2580032.31,12,App Móvil,A Tiempo
CRED-03868,2026-06-30,CLI-57981,Abraham Vargas Baca,Manufactura,447487.86,60,App Móvil,A Tiempo
CRED-03869,,CLI-82695,Dra. Estela Mesa,Manufactura,2016306.58,24,Call Center,Tardío
CRED-02726,2026-07-16,CLI-87109,Arturo Solís,Alimentos y Bebidas,4196650.13,36,Promotor,A Tiempo
CRED-03871,2026-04-24,CLI-71280,Estela Aranda Prieto,Educación,1407.99,60,App Móvil,A Tiempo
CRED-03872,2026-05-29,CLI-80511,Wilfrido Vallejo,Educación,497575.56,24,Promotor,A Tiempo
CRED-03873,2026-06-06,CLI-32388,Hermelinda Coronado,Comercio,3269784.64,36,Web,Tardío
CRED-03874,2026-05-17,CLI-25390,Óliver Laureano Morales,Transporte,3078518.28,24,Call Center,A Tiempo
CRED-03875,2026-06-04,CLI-16658,Abraham Flavio Robles,Educación,3894338.88,36,Sucursal,A Tiempo
CRED-03876,2026-06-18,CLI-10331,Citlali Ozuna,Educación,-4398389.7,24,Promotor,A Tiempo
,2026-06-18,CLI-88177,Óliver Jesús Quiroz,Educación,879889.83,18,App Móvil,A Tiempo
CRED-03878,2026-06-12,CLI-42181,Ing. Berta Marín,Transporte,2482927.66,36,Promotor,A Tiempo
CRED-03879,2026-04-22,CLI-83053,Gilberto Gustavo Esquibel,Tecnología,1794009.25,60,Sucursal,Tardío
CRED-03880,2026-06-26,CLI-99573,Darío Israel Muñoz Dueñas,Manufactura,1715751.61,12,Web,A Tiempo
CRED-03881,2026-05-30,CLI-18460,Helena Claudia Ramírez,Tecnología,1532784.11,60,Call Center,A Tiempo
CRED-03882,2026-06-20,CLI-88088,Tomás Arevalo Alejandro,Construcción,575705.65,12,Sucursal,A Tiempo
CRED-03883,2026-05-25,CLI-62232,Úrsula Marisol Mesa,Servicios,490379.69,3,Call Center,A Tiempo
CRED-03884,2026-06-11,CLI-63623,Patricia Alva,Educación,972793.69,9,Sucursal,A Tiempo
CRED-03885,2026-05-12,CLI-50328,Agustín Cortés Zamora,Servicios,4133402.42,48,Promotor,Tardío
CRED-03886,2026-05-11,CLI-74207,Ing. José Manuél Ramos,Transporte,2037642.67,24,Promotor,Tardío
CRED-03887,2026-04-19,CLI-55605,Dr. Eduardo Monroy,Transporte,2273269.98,9,App Móvil,A Tiempo
CRED-03888,2026-07-01,CLI-88266,Ing. Espartaco Rocha,Agricultura,66722.97,9,Promotor,A Tiempo
CRED-03889,2026-07-08,CLI-11885,Rodolfo Quintana,Alimentos y Bebidas,193036.68,24,App Móvil,A Tiempo
CRED-03890,2026-04-24,CLI-95045,Diana Zoé Villegas Carvajal,Tecnología,3390097.16,9,App Móvil,A Tiempo
CRED-03891,2026-06-20,CLI-33818,Aida Eloisa Preciado,Manufactura,976499.11,18,Sucursal,A Tiempo
CRED-03892,2026-05-24,CLI-59674,Sra. Aurora Sandoval,Comercio,3666767.07,6,App Móvil,A Tiempo
CRED-03893,2026-05-14,CLI-80532,Gerónimo Pizarro,Educación,3195266.84,6,Web,Tardío
CRED-03894,2026-06-15,CLI-40691,Pamela Alta  Gracia Prado Saldaña,Transporte,4627310.13,6,App Móvil,A Tiempo
CRED-03895,2026-05-01,CLI-05903,José Rufino Elizondo,Comercio,651488.87,24,Promotor,A Tiempo
CRED-03896,2026-06-22,CLI-46056,Mayte Burgos Briseño,Construcción,2227912.73,24,Call Center,Tardío
CRED-03897,2026-06-06,CLI-34768,Alejandro Hernán Valentín Jasso,Manufactura,3362550.01,36,Web,A Tiempo
CRED-03898,2026-06-13,CLI-76719,Darío Berríos Ruelas,Manufactura,794988.17,12,App Móvil,A Tiempo
CRED-03899,2026-05-21,CLI-67044,Mayte Clara Flores,Tecnología,4324980.5,12,Sucursal,Tardío
CRED-03900,2026-05-23,CLI-56291,Sr. Oswaldo Navarro,Servicios,2555966.92,36,App Móvil,A Tiempo
CRED-03901,2026-05-07,CLI-89187,Rafaél Marcos Carreón Vélez,Alimentos y Bebidas,3875468.67,3,Web,A Tiempo
CRED-03902,2026-05-21,CLI-59971,Irma Ana María Márquez Rosario,Agricultura,8716.51,24,Call Center,A Tiempo
CRED-03903,2026-06-19,CLI-82847,Amelia Mitzy Santillán,Alimentos y Bebidas,2256124.1,36,Sucursal,Tardío
CRED-03904,2026-06-14,CLI-78201,Reynaldo Ulibarri,Agricultura,779027.87,60,Web,A Tiempo
CRED-03905,2026-07-14,CLI-28469,Yolanda Lorena Cisneros,Educación,1883153.44,12,Promotor,A Tiempo
CRED-03906,2026-06-01,CLI-86278,Clemente Rubén Alonso,Construcción,2988245.58,60,Call Center,Tardío
CRED-03907,2026-05-07,CLI-16338,Arturo Luis Chapa,Comercio,2889586.61,18,Web,A Tiempo
CRED-03908,2026-06-29,CLI-36764,Rodrigo Tijerina,Servicios,4943233.0,18,Sucursal,A Tiempo
CRED-03909,2026-05-22,CLI-88150,Ing. Marisela Gómez,Salud,3904407.33,9,App Móvil,A Tiempo
CRED-03910,2026-06-13,CLI-16444,Miguel Ángel Marcos Nájera,Transporte,4559003.45,12,Sucursal,A Tiempo
CRED-03911,2026-06-22,CLI-63331,Eric Jesús Rivero Hurtado,Alimentos y Bebidas,905133.71,36,App Móvil,A Tiempo
CRED-03912,2026-05-24,CLI-55430,Srita. María Teresa Armenta,Manufactura,3664291.27,12,Web,A Tiempo
CRED-03913,2026-05-18,CLI-24040,Porfirio Adalberto Burgos,Manufactura,-3072753.1,48,Call Center,A Tiempo
,2026-07-01,CLI-50515,Conchita Luna,Salud,3056832.17,60,Call Center,Tardío
CRED-03915,2026-04-19,CLI-31359,Luisa Jaqueline Aranda Pedraza,Comercio,3084920.33,12,Sucursal,A Tiempo
CRED-03916,2026-04-25,CLI-89439,Adriana Lira,Servicios,3770100.99,18,Web,A Tiempo
CRED-03917,2026-06-16,CLI-29879,Dr. Luis Miguel Granado,Construcción,4384306.65,48,Promotor,A Tiempo
CRED-03918,2026-04-27,CLI-03793,Dr. Óscar Muñiz,Construcción,414531.2,60,Sucursal,Tardío
CRED-03919,2026-05-15,CLI-92259,César José Emilio Mena Barela,Transporte,2498764.33,48,App Móvil,A Tiempo
CRED-03920,2026-07-13,CLI-05489,Ana Zoé Alvarado,Manufactura,2158130.44,12,Sucursal,A Tiempo
CRED-03921,2026-06-30,CLI-32607,Ignacio Bravo,Servicios,2286035.42,18,Web,A Tiempo
CRED-03922,2026-07-01,CLI-00952,Ricardo Ozuna,Agricultura,1262957.71,18,Promotor,A Tiempo
CRED-03923,2026-05-26,CLI-27552,Eloisa Carrera Ojeda,Agricultura,890914.26,48,Promotor,A Tiempo
CRED-03924,2026-07-03,CLI-20685,Inés Inés Girón Irizarry,Construcción,3189276.3,60,Web,A Tiempo
CRED-03925,2026-05-20,CLI-33264,Ing. Berta Toro,Educación,3887438.05,36,Web,A Tiempo
CRED-03926,2026-06-11,CLI-45152,María Luisa Arce Pineda,Manufactura,1924263.37,36,Call Center,Tardío
CRED-03927,2026-07-02,CLI-21099,Pamela Arredondo,Salud,931466.1,36,Web,A Tiempo
CRED-03928,2026-06-22,CLI-35440,Ing. Santiago Ramos,Manufactura,4878886.13,9,Web,A Tiempo
CRED-03929,2026-04-28,CLI-89971,Emiliano Almonte,Salud,3417185.49,36,Call Center,A Tiempo
CRED-03930,2026-06-19,CLI-73460,Itzel de Jesús Bustamante,Salud,,18,Web,A Tiempo
CRED-03931,2026-05-23,CLI-36528,Javier Montañez Pantoja,Salud,2279478.12,6,Call Center,A Tiempo
CRED-03932,2026-06-03,CLI-63349,Irene Fajardo,Construcción,4112430.16,24,Call Center,A Tiempo
CRED-03933,2026-06-14,CLI-15185,Dra. Linda Escamilla,Educación,4153158.08,24,Promotor,A Tiempo
CRED-03934,2026-05-18,CLI-99520,Cornelio Zedillo,Construcción,1395018.93,6,App Móvil,A Tiempo
CRED-03935,2026-05-18,CLI-46907,Inés Hernández Bueno,Tecnología,1831390.04,3,App Móvil,Tardío
CRED-03936,2026-06-03,CLI-43283,Lic. Irma Cortez,Construcción,3838830.53,36,Promotor,A Tiempo
CRED-03937,2026-06-06,CLI-56695,Javier Flores,Servicios,3737606.12,18,Web,A Tiempo
CRED-03938,2026-07-14,CLI-73185,Marisol Marcela Guajardo Vega,Transporte,1277203.98,24,Call Center,A Tiempo
CRED-03939,2026-06-20,CLI-39456,Dolores Bañuelos Yáñez,Alimentos y Bebidas,4891823.36,48,Sucursal,Tardío
CRED-03940,2026-06-01,CLI-04389,Irma Ángela Marroquín,Educación,3135739.61,60,Promotor,Tardío
CRED-03941,2026-06-23,CLI-43580,Alta  Gracia Angélica Longoria Bañuelos,Construcción,2064105.48,9,Sucursal,A Tiempo
CRED-03942,2026-06-23,CLI-55503,Jos Roberto Enríquez Peña,Servicios,2078312.81,6,Web,A Tiempo
CRED-03943,2026-04-24,CLI-08676,Esperanza Dulce María Altamirano,Transporte,381229.79,36,Call Center,A Tiempo
,2026-05-06,CLI-18030,Andrea Urías Cabrera,Construcción,566641.01,12,Sucursal,A Tiempo
CRED-03945,2026-05-28,CLI-28541,Eugenio Paredes Arce,Manufactura,3064537.83,9,App Móvil,A Tiempo
CRED-03946,2026-06-16,CLI-28448,Sra. Virginia Santiago,Manufactura,3774462.41,36,App Móvil,A Tiempo
CRED-03947,2026-05-25,CLI-93512,Javier Jimínez Macías,Agricultura,2208448.54,3,Web,A Tiempo
CRED-03948,2026-07-11,CLI-25799,Ing. Mercedes Godínez,Alimentos y Bebidas,4738746.58,36,Sucursal,Tardío
CRED-03949,2026-06-20,CLI-70413,Ana Luisa Karina Almanza,Manufactura,1829094.65,6,Promotor,A Tiempo
CRED-03950,2026-06-14,CLI-60572,Carla Inés Pérez,Construcción,216133.7,3,App Móvil,A Tiempo
CRED-03951,2026-06-28,CLI-05356,Susana Mondragón,Manufactura,2601048.66,12,Sucursal,A Tiempo
CRED-03952,2026-04-30,CLI-24053,Srita. Carlota Salinas,Agricultura,559750.87,60,Call Center,A Tiempo
CRED-03953,2026-06-30,CLI-59485,Aurelio Wilfrido Salinas Esquivel,Tecnología,767504.72,18,Call Center,Tardío
CRED-03954,2026-04-29,CLI-53833,María José Esparta Domínguez Zarate,Tecnología,4233749.01,18,Call Center,Tardío
CRED-03955,2026-06-03,CLI-06018,Violeta Batista,Servicios,2179148.28,24,Promotor,A Tiempo
CRED-03956,2026-06-20,CLI-86162,Carmen Aurora Molina Villegas,Agricultura,3026611.33,48,Sucursal,A Tiempo
CRED-03957,2026-07-02,CLI-33648,Dr. Mario Sierra,Transporte,1486971.04,3,App Móvil,A Tiempo
CRED-03958,2026-06-28,CLI-52075,Sr. Benjamín Ornelas,Agricultura,3706232.04,12,Call Center,A Tiempo
CRED-03959,2026-06-13,CLI-08308,Raquel Mercedes Ramón Sauceda,Tecnología,2009053.7,48,App Móvil,A Tiempo
CRED-03960,2026-06-22,CLI-14453,Teresa Lilia Lerma,Tecnología,563280.19,12,Web,Tardío
CRED-03961,2026-05-30,CLI-54479,Ing. Alvaro Orozco,Comercio,1397374.27,3,Call Center,A Tiempo
CRED-03962,2026-06-22,CLI-00075,Delia Aurora Guardado,Salud,1446640.57,9,App Móvil,A Tiempo
CRED-03963,2026-06-04,CLI-96839,Pamela Guillen,Agricultura,4694579.61,9,Call Center,A Tiempo
CRED-03964,2026-06-26,CLI-77060,Gabriela Antonia Centeno,Agricultura,1323137.09,12,App Móvil,A Tiempo
CRED-03965,2026-06-22,CLI-97754,Luis Manuel Mauro Crespo Lucio,Transporte,2843668.87,18,Promotor,A Tiempo
CRED-03966,2026-06-14,CLI-59330,Gabino Felipe Navarrete,Servicios,3182786.71,36,Call Center,Tardío
CRED-03967,2026-06-14,CLI-71523,Amanda Amanda Puga,Construcción,3514582.86,18,Sucursal,A Tiempo
CRED-03968,2026-05-24,CLI-04618,Sara Eugenia Barrera,Servicios,3098854.59,24,App Móvil,Tardío
CRED-03969,2026-05-25,CLI-38834,Genaro Alonso,Comercio,542463.95,12,App Móvil,A Tiempo
CRED-03970,2026-06-12,CLI-94157,Lic. Silvia Medina,Transporte,1694559.42,6,Web,A Tiempo
CRED-03971,2026-05-20,CLI-71803,Luisa Cabán Griego,Servicios,2481863.63,18,Web,Tardío
CRED-03972,2026-05-07,CLI-04683,Jos Cristian Padrón Ybarra,Salud,3006152.62,12,Call Center,A Tiempo
CRED-03973,2026-07-11,CLI-28073,Dulce María Carreón,Comercio,598422.11,6,Sucursal,A Tiempo
CRED-03974,2026-06-20,CLI-67025,Jacobo Fuentes Baca,Salud,652241.39,18,Web,A Tiempo
CRED-03975,2026-07-04,CLI-90945,Zoé Conchita Olvera,Educación,214155.6,9,App Móvil,A Tiempo
CRED-03976,2026-05-01,CLI-36449,Leonardo Valles Irizarry,Tecnología,1499173.39,24,App Móvil,A Tiempo
CRED-03977,2026-06-02,CLI-99329,Ing. Enrique Muñiz,Construcción,827315.4,24,App Móvil,A Tiempo
CRED-03978,2026-06-25,CLI-97798,Mauricio Gastélum Estévez,Manufactura,3996035.1,36,App Móvil,A Tiempo
CRED-03979,2026-04-29,CLI-96526,Óscar Adán Aranda Olivas,Alimentos y Bebidas,110065.85,48,Sucursal,A Tiempo
CRED-03980,2026-05-10,CLI-11209,Dra. Alma Riojas,Servicios,4984860.83,36,Sucursal,A Tiempo
CRED-03981,2026-05-15,CLI-57520,Laura Verduzco Badillo,Servicios,2314388.87,60,Call Center,Tardío
CRED-03982,2026-07-07,CLI-00536,Marcela Camila Salcedo Solorio,Servicios,4992504.55,12,Sucursal,A Tiempo
CRED-03983,2026-06-02,CLI-48589,José Carlos Fernando Cornejo,Agricultura,2306519.32,6,App Móvil,A Tiempo
CRED-03984,2026-07-16,CLI-59216,Fabiola Uribe,Manufactura,316507.28,24,Sucursal,A Tiempo
CRED-03985,2026-07-03,CLI-31158,Timoteo Arellano,Construcción,346966.76,60,Web,A Tiempo
CRED-02273,2026-07-08,CLI-07909,Octavio Alonso Carrasco Blanco,Comercio,1337910.11,12,Call Center,A Tiempo
CRED-03987,2026-07-01,CLI-16226,Anabel Esperanza Rosado,Manufactura,3904739.39,9,App Móvil,A Tiempo
CRED-03988,2026-05-09,CLI-91918,Sr. Enrique Vigil,Transporte,2234354.9,18,Call Center,A Tiempo
CRED-03989,2026-07-01,CLI-03426,Olga Esparta Enríquez,Transporte,4327939.75,36,Call Center,A Tiempo
CRED-03990,2026-05-18,CLI-06616,Benito Carranza Roque,Tecnología,3322878.77,60,Sucursal,Tardío
,2026-06-12,CLI-89171,Lic. Cristian Miranda,Educación,4563819.05,18,Promotor,A Tiempo
CRED-03992,2026-05-01,CLI-51302,Eduardo Almaraz Escalante,Salud,4989908.11,12,Call Center,A Tiempo
CRED-03993,2026-07-15,CLI-42975,Sofía Elena Córdova,Comercio,1545933.71,6,App Móvil,Tardío
CRED-03994,2026-06-07,CLI-00226,Angélica Wendolin Serrano Alarcón,Agricultura,,60,App Móvil,A Tiempo
CRED-03995,2026-07-03,CLI-88797,Leticia Mercedes Núñez Amador,Alimentos y Bebidas,4487571.29,36,Web,A Tiempo
CRED-03996,2026-07-12,CLI-80316,Srita. Tania Vaca,Servicios,4493312.55,48,Promotor,Tardío
CRED-03997,2026-04-24,CLI-48580,Germán Paz,Construcción,430756.6,48,Web,A Tiempo
CRED-03998,2026-06-20,CLI-79325,Hilda Samaniego,Servicios,576994.96,48,Promotor,A Tiempo
CRED-03999,2026-05-28,CLI-62942,Lic. Claudia Castellanos,Salud,900121.19,3,App Móvil,A Tiempo
CRED-04000,2026-05-20,CLI-47330,Gerardo Abel Collado,Educación,53364.2,6,Web,A Tiempo
CRED-04001,2026-06-04,CLI-94475,Sra. Vanesa Ruelas,Manufactura,1766976.25,36,Promotor,A Tiempo
CRED-04002,2026-05-01,CLI-34250,Mariano Felix Solano Menchaca,Tecnología,2940831.6,60,Sucursal,Tardío
CRED-04003,2026-04-19,CLI-87922,José Eduardo Mario Guardado Soto,Servicios,4183627.95,6,Promotor,A Tiempo
CRED-04004,2026-05-07,CLI-64981,Rosa Tijerina Cedillo,Tecnología,2493790.84,48,Call Center,Tardío
CRED-04005,2026-06-02,CLI-31941,Gilberto Jimínez Guevara,Comercio,3449700.76,48,Web,A Tiempo
CRED-04006,2026-04-30,CLI-06400,Srita. Alta  Gracia Quezada,Tecnología,2479963.1,48,Web,Tardío
CRED-04007,2026-06-09,CLI-10289,Sonia Urrutia Rubio,Comercio,2213048.41,18,Promotor,A Tiempo
CRED-04008,2026-05-15,CLI-11122,Srita. Aldonza Villareal,Educación,1281006.92,60,Call Center,Tardío
CRED-04009,2026-04-22,CLI-82641,Carmen Tejada Ávalos,Servicios,706686.95,3,Call Center,A Tiempo
CRED-04010,2026-06-18,CLI-40886,Teodoro Julio Vásquez Valdez,Alimentos y Bebidas,3349585.98,48,Call Center,A Tiempo
CRED-04011,2026-05-05,CLI-62809,Sr. Modesto Quintana,Educación,2316603.23,36,Call Center,A Tiempo
CRED-04012,2026-05-25,CLI-61317,Mauricio Aranda Archuleta,Manufactura,1689482.7,3,Sucursal,A Tiempo
CRED-04013,2026-05-08,CLI-56956,Juana Rosalia Lebrón,Agricultura,3005687.47,48,Call Center,A Tiempo
CRED-04014,2026-06-14,CLI-96734,Arcelia Guillermina Barajas,Salud,3513538.8,36,Web,Tardío
CRED-04015,2026-04-18,CLI-85486,Luis Miguel José Manuél Cabán Carranza,Agricultura,555473.48,12,Call Center,Tardío
CRED-04016,2026-06-15,CLI-92613,Porfirio Olivares Vargas,Agricultura,-4220940.35,48,Call Center,A Tiempo
CRED-04017,2026-06-15,CLI-77928,Sessa Yuridia Paredes Gutiérrez,Construcción,3224499.61,9,App Móvil,Tardío
CRED-04018,2026-04-23,CLI-47835,Gerardo Guillermo Aguilar,Comercio,3298613.33,3,Call Center,Tardío
CRED-04019,2026-06-05,CLI-74544,Daniela Anaya,Comercio,,60,Promotor,Tardío
CRED-04020,2026-04-21,CLI-98432,Fabiola Francisca Guevara Ocampo,Salud,1915694.77,48,Call Center,A Tiempo
CRED-04021,2026-06-15,CLI-32100,Sra. María Elena Madera,Tecnología,175220.29,60,App Móvil,A Tiempo
CRED-04022,2026-06-04,CLI-79322,Hilda Mitzy Pelayo Báez,Salud,3235886.18,9,Promotor,A Tiempo
CRED-04023,2026-06-18,CLI-14589,Alejandra Alta  Gracia Gallegos,Transporte,1996240.37,24,Promotor,A Tiempo
CRED-04024,2026-05-19,CLI-08428,Débora Victoria Sánchez,Construcción,1418407.13,48,Promotor,A Tiempo
CRED-04025,2026-06-06,CLI-69166,Catalina Noelia Pantoja,Transporte,4122579.19,36,Call Center,A Tiempo
CRED-04026,2026-07-14,CLI-21158,Mayte Carlota Otero Echeverría,Educación,2665312.63,12,Promotor,A Tiempo
CRED-04027,2026-07-09,CLI-30813,Dr. Gustavo Olmos,Educación,4911289.04,12,Call Center,A Tiempo
CRED-04028,2026-07-09,CLI-35389,Zeferino Israel Sarabia,Servicios,3664201.13,48,Web,A Tiempo
CRED-04029,2026-06-07,CLI-76489,Ing. María Eugenia Bustos,Construcción,3024685.83,6,Web,A Tiempo
